Bsmt Qual,1st Flr SF,Garage Area,Gr Liv Area,Overall Qual,Neighborhood,House Style,Exterior 1st,Mas Vnr Type,Foundation,Garage Type,Age,SalePrice
2,1220,396.0,1220,4,5,1Story,Wd Sdng,None,CBlock,Detchd,55,102000
4,1126,540.0,1126,5,16,1Story,VinylSd,None,PConc,Attchd,31,175000
3,1384,896.0,1384,5,11,1Story,Wd Sdng,None,CBlock,Attchd,50,159000
3,1127,480.0,1127,6,5,1Story,HdBoard,BrkFace,CBlock,Detchd,32,135000
3,1216,325.0,1855,6,5,1.5Fin,Wd Sdng,None,CBlock,Attchd,52,136900
3,1236,288.0,1236,5,7,1Story,HdBoard,None,CBlock,Attchd,45,135000
4,1268,856.0,2365,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,10,337000
3,1512,619.0,2654,6,16,2Story,HdBoard,BrkFace,CBlock,Attchd,38,250000
4,1236,787.0,2340,8,16,2Story,VinylSd,BrkFace,PConc,Attchd,12,306000
4,1200,0.0,1200,5,5,1Story,Plywood,None,CBlock,None,22,179000
4,703,540.0,1392,7,22,2Story,VinylSd,None,PConc,Detchd,1,146000
3,1138,720.0,2180,6,2,1.5Fin,MetalSd,None,CBlock,Detchd,92,161000
3,1610,480.0,1610,6,16,1Story,Plywood,BrkFace,PConc,Attchd,33,205000
4,1501,512.0,1501,7,21,1Story,VinylSd,BrkFace,CBlock,Attchd,22,241500
3,1029,261.0,1029,4,7,1Story,VinylSd,BrkCmn,CBlock,Attchd,46,118500
3,1352,288.0,1352,5,23,SLvl,Wd Sdng,BrkFace,CBlock,BuiltIn,48,130000
3,1072,379.0,1072,5,4,1Story,VinylSd,Stone,CBlock,Detchd,67,130000
5,1850,736.0,2698,10,28,2Story,VinylSd,Stone,PConc,Attchd,0,535000
3,912,252.0,912,5,7,1Story,VinylSd,BrkFace,CBlock,Attchd,47,123000
0,1152,0.0,1152,4,5,1Story,AsbShng,None,PConc,None,53,82000
3,730,288.0,1450,7,4,2Story,Wd Sdng,None,BrkTil,Detchd,88,132000
3,1073,326.0,1073,5,4,1Story,MetalSd,None,BrkTil,Detchd,85,108480
3,1458,512.0,1458,5,7,1Story,HdBoard,BrkFace,CBlock,Attchd,39,165000
4,1486,566.0,1486,7,15,1Story,VinylSd,BrkFace,PConc,Attchd,1,181000
3,904,384.0,1774,5,7,SLvl,HdBoard,None,CBlock,Attchd,48,165000
3,864,275.0,1479,5,13,1.5Fin,HdBoard,None,CBlock,Attchd,41,161000
4,1504,510.0,1504,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,0,199000
4,824,510.0,1894,7,21,2Story,VinylSd,BrkFace,PConc,BuiltIn,8,214900
4,1278,584.0,1278,8,22,1Story,VinylSd,None,PConc,Attchd,0,198600
4,1165,420.0,2263,8,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,8,258000
5,1168,820.0,2787,7,15,2Story,VinylSd,BrkFace,PConc,BuiltIn,9,269500
4,707,403.0,1414,7,14,2Story,VinylSd,None,PConc,Attchd,6,176000
4,1302,309.0,1302,6,11,SLvl,HdBoard,BrkFace,CBlock,Attchd,43,158000
4,779,527.0,1419,8,14,SLvl,VinylSd,None,PConc,BuiltIn,7,184100
3,1220,944.0,1220,6,16,1Story,HdBoard,BrkFace,CBlock,Attchd,36,170000
3,1182,501.0,1982,6,19,SLvl,VinylSd,BrkFace,CBlock,BuiltIn,23,208000
4,848,420.0,848,6,20,1Story,VinylSd,BrkFace,PConc,Attchd,6,140000
5,1648,482.0,1648,8,19,1Story,CemntBd,Stone,PConc,Attchd,2,230000
4,1337,462.0,1337,8,28,1Story,HdBoard,None,PConc,Attchd,19,188500
4,1125,410.0,1717,5,19,1.5Fin,Wd Sdng,None,CBlock,Attchd,66,194000
3,1104,384.0,1104,5,11,1Story,MetalSd,None,CBlock,Attchd,52,133000
4,907,343.0,907,5,20,1Story,MetalSd,BrkFace,BrkTil,Attchd,31,140000
4,782,532.0,1652,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,8,207500
3,1271,515.0,2640,6,16,2Story,MetalSd,BrkFace,PConc,Attchd,42,256900
3,735,240.0,1034,5,4,1.5Fin,MetalSd,None,CBlock,Detchd,67,109000
0,1513,400.0,1513,5,15,1Story,HdBoard,None,Slab,Attchd,30,113722
5,1498,844.0,1498,8,20,1Story,VinylSd,Stone,PConc,Attchd,4,237000
3,1053,692.0,1053,5,11,1Story,MetalSd,None,CBlock,2Types,44,142100
3,1293,452.0,1293,6,11,1Story,Wd Sdng,Stone,CBlock,Attchd,52,149900
5,2020,896.0,2020,9,27,1Story,VinylSd,Stone,PConc,Attchd,1,404000
3,1900,441.0,2448,7,11,2Story,Plywood,None,CBlock,Attchd,44,277500
4,977,476.0,1732,6,15,2Story,HdBoard,BrkFace,CBlock,Attchd,25,178000
4,1324,550.0,1324,8,27,1Story,MetalSd,BrkFace,PConc,Attchd,3,254000
2,832,780.0,832,2,4,1Story,AsbShng,None,BrkTil,Detchd,87,12789
4,1253,402.0,1253,7,14,1Story,HdBoard,BrkFace,PConc,Attchd,12,176000
5,1249,840.0,2596,9,27,2Story,VinylSd,Stone,PConc,Attchd,0,342643
3,902,288.0,902,5,7,1Story,HdBoard,BrkFace,CBlock,Attchd,40,125500
4,1495,438.0,1495,6,21,1Story,Wd Sdng,BrkFace,CBlock,Attchd,19,150000
4,1584,594.0,1584,8,22,1Story,CemntBd,None,PConc,Attchd,0,261329
4,1080,0.0,1080,7,15,1Story,VinylSd,BrkFace,PConc,None,4,141000
3,1647,280.0,1647,4,11,1Story,VinylSd,None,CBlock,Attchd,54,153000
5,1258,648.0,1258,7,18,1Story,WdShing,BrkFace,PConc,Attchd,1,172500
3,698,384.0,1396,6,6,2Story,Wd Sdng,None,BrkTil,Detchd,92,153575
3,1001,216.0,1001,5,2,1Story,MetalSd,None,BrkTil,Detchd,77,124900
5,2121,732.0,2121,9,27,1Story,CemntBd,BrkFace,PConc,Attchd,1,415298
3,1044,207.0,1480,6,4,1.5Fin,MetalSd,None,BrkTil,Detchd,89,119000
4,1588,825.0,1588,8,22,1Story,VinylSd,Stone,PConc,Attchd,1,227000
3,1053,312.0,1053,5,11,1Story,HdBoard,BrkFace,CBlock,Attchd,49,145500
2,492,200.0,492,3,4,1Story,AsbShng,None,BrkTil,Detchd,85,61500
3,1851,506.0,1851,7,11,1Story,HdBoard,BrkFace,CBlock,Attchd,37,192100
3,754,308.0,1403,6,2,2Story,MetalSd,None,CBlock,Detchd,94,116000
3,1138,264.0,1138,6,11,SLvl,VinylSd,BrkFace,CBlock,Attchd,49,145000
5,2452,886.0,2452,9,27,1Story,VinylSd,BrkFace,PConc,Attchd,6,445000
4,1040,484.0,1040,5,20,1Story,HdBoard,None,CBlock,Detchd,32,150500
4,763,440.0,1655,6,14,2Story,HdBoard,None,PConc,Attchd,17,175900
3,1116,528.0,1116,6,16,1Story,Plywood,BrkFace,CBlock,Attchd,35,167900
4,879,660.0,1863,7,14,2Story,VinylSd,None,PConc,BuiltIn,0,219210
4,1055,462.0,1845,6,15,2Story,Wd Sdng,None,PConc,Attchd,18,189000
3,1176,292.0,1176,5,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,51,136500
3,892,416.0,892,5,7,1Story,HdBoard,BrkFace,CBlock,Detchd,44,137900
3,1022,280.0,1022,5,4,1Story,MetalSd,None,BrkTil,Detchd,99,85000
3,2136,528.0,2136,5,11,1Story,Wd Sdng,BrkFace,CBlock,Detchd,55,137900
4,926,472.0,1604,6,14,2Story,VinylSd,None,PConc,Attchd,10,195500
4,841,216.0,1647,6,8,2Story,Wd Sdng,None,PConc,Detchd,95,128000
3,864,420.0,864,5,7,1Story,Wd Sdng,None,CBlock,Detchd,47,135000
3,1076,576.0,1076,5,20,1Story,HdBoard,BrkFace,CBlock,Detchd,33,143195
3,779,308.0,935,5,6,1Story,VinylSd,None,BrkTil,Detchd,78,79500
4,835,478.0,1663,7,15,2Story,VinylSd,BrkFace,PConc,Attchd,5,192500
3,768,308.0,1328,5,4,1.5Fin,Wd Sdng,None,CBlock,Detchd,59,129500
4,806,373.0,1572,6,14,2Story,MetalSd,None,PConc,BuiltIn,12,168000
3,874,240.0,1342,6,6,1.5Fin,Wd Sdng,None,CBlock,Detchd,69,105000
3,981,576.0,981,6,11,1Story,Plywood,None,CBlock,Detchd,36,143250
4,1099,352.0,1099,5,20,1Story,VinylSd,None,PConc,Attchd,13,144000
4,1222,463.0,2110,7,15,2Story,VinylSd,None,PConc,Attchd,16,205000
4,1026,528.0,1026,6,13,SFoyer,Plywood,None,CBlock,Attchd,33,143000
5,1419,588.0,1419,9,22,1Story,VinylSd,None,PConc,Attchd,7,290000
5,2364,820.0,2364,9,27,1Story,VinylSd,Stone,PConc,Attchd,1,611657
4,1040,576.0,1040,5,20,1Story,VinylSd,None,PConc,Detchd,13,152000
4,1280,506.0,1280,8,28,1Story,HdBoard,None,PConc,Attchd,18,191500
5,1143,852.0,2473,8,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,3,317000
3,798,224.0,1302,7,7,1.5Fin,Wd Sdng,None,BrkTil,Attchd,67,165250
3,1092,264.0,1092,5,5,1Story,HdBoard,None,CBlock,Attchd,42,123000
3,1188,621.0,1188,6,7,1Story,HdBoard,None,CBlock,Attchd,52,185000
3,1045,528.0,1045,7,11,1Story,Wd Sdng,None,CBlock,Detchd,44,120000
3,1093,484.0,1093,6,16,1Story,HdBoard,None,CBlock,Attchd,41,158500
4,798,520.0,1640,6,15,2Story,VinylSd,None,PConc,Attchd,4,173000
0,1224,462.0,1224,4,11,1Story,HdBoard,None,Slab,CarPort,45,101800
4,575,576.0,1135,7,8,2Story,Wd Sdng,None,PConc,Detchd,73,155000
3,1078,264.0,1078,5,4,1Story,MetalSd,None,BrkTil,Detchd,84,125000
0,968,331.0,968,4,4,1Story,MetalSd,None,CBlock,Attchd,51,104500
5,1462,738.0,2224,9,27,2Story,VinylSd,Stone,PConc,Attchd,5,350000
0,1040,400.0,1040,3,11,1Story,Stucco,None,CBlock,Detchd,56,93500
4,882,588.0,1790,7,20,2Story,VinylSd,BrkFace,PConc,Attchd,9,193000
5,1423,672.0,2555,6,19,2.5Fin,MetalSd,None,BrkTil,Detchd,86,191000
3,813,270.0,813,6,4,1Story,Wd Sdng,None,BrkTil,Detchd,76,110000
4,1299,531.0,1872,8,20,2Story,VinylSd,BrkFace,PConc,BuiltIn,8,261500
3,1050,338.0,1050,5,11,1Story,MetalSd,None,CBlock,Attchd,53,128900
5,1933,959.0,3500,9,26,2Story,MetalSd,BrkFace,PConc,Attchd,13,584500
3,948,248.0,948,4,5,1Story,Wd Sdng,BrkFace,PConc,Attchd,53,111000
2,960,576.0,1316,5,6,1.5Fin,HdBoard,None,PConc,Detchd,81,90000
4,1465,596.0,2380,6,11,2Story,Plywood,BrkCmn,CBlock,CarPort,42,129000
3,1640,924.0,1640,6,19,1Story,HdBoard,BrkFace,CBlock,Detchd,54,224000
4,600,480.0,1200,6,22,2Story,MetalSd,None,PConc,Detchd,3,165000
3,662,180.0,1324,6,4,2Story,VinylSd,None,BrkTil,Detchd,90,122000
4,1564,502.0,1564,8,21,1Story,VinylSd,None,PConc,Attchd,1,267300
5,1966,820.0,3140,9,27,2Story,VinylSd,Stone,PConc,BuiltIn,1,485000
3,1611,576.0,2486,6,4,1.5Fin,BrkFace,None,CBlock,Detchd,44,220000
4,872,600.0,1771,6,20,2Story,VinylSd,BrkFace,PConc,Attchd,11,215700
5,1836,862.0,1836,8,27,1Story,MetalSd,Stone,PConc,Attchd,5,280000
4,1575,732.0,1575,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,5,284000
4,630,0.0,630,4,1,SFoyer,CemntBd,None,CBlock,None,37,84500
3,1395,440.0,1395,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,47,192000
3,502,200.0,1004,7,4,2Story,Wd Sdng,None,BrkTil,Detchd,76,105000
4,1836,484.0,1836,7,20,1Story,VinylSd,None,PConc,Attchd,2,216837
3,1496,450.0,1496,5,11,1Story,MetalSd,BrkFace,CBlock,Attchd,48,141500
3,894,450.0,894,5,7,1Story,VinylSd,None,CBlock,Attchd,41,130000
4,1040,0.0,1040,5,20,1Story,HdBoard,BrkFace,CBlock,None,31,124000
4,942,0.0,1828,5,2,2Story,Wd Sdng,None,BrkTil,Detchd,84,150909
3,1008,280.0,1008,5,11,1Story,MetalSd,None,CBlock,Attchd,54,139500
3,864,528.0,864,4,5,1Story,WdShing,None,CBlock,Detchd,52,79275
4,1484,472.0,1484,8,21,1Story,VinylSd,BrkFace,PConc,Attchd,1,265900
4,790,160.0,790,6,8,1Story,Wd Sdng,None,BrkTil,Detchd,78,91000
4,946,567.0,1934,5,14,2Story,HdBoard,BrkFace,PConc,Attchd,32,185000
3,1150,300.0,1150,5,11,1Story,BrkFace,None,CBlock,Attchd,47,141000
4,1582,728.0,2152,8,27,2Story,VinylSd,None,PConc,Detchd,0,260116
3,672,234.0,672,4,5,1Story,MetalSd,None,CBlock,Attchd,68,113000
4,1511,811.0,1511,8,15,SLvl,VinylSd,BrkFace,PConc,Attchd,13,225000
3,793,240.0,793,5,11,1Story,MetalSd,None,CBlock,Detchd,64,113000
3,1096,352.0,1096,6,5,SLvl,Plywood,None,CBlock,Detchd,35,125200
5,958,786.0,2100,8,27,2Story,VinylSd,Stone,PConc,BuiltIn,0,319500
3,1048,288.0,1558,5,11,1.5Fin,MetalSd,None,CBlock,Attchd,63,140000
4,1650,518.0,1650,6,21,1Story,Plywood,None,CBlock,Attchd,48,250764
4,948,656.0,2088,8,27,2Story,VinylSd,Stone,PConc,BuiltIn,1,250000
4,768,400.0,1536,6,14,2Story,VinylSd,None,PConc,Attchd,2,176000
3,1721,464.0,1721,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,50,174850
4,804,440.0,1548,6,12,2Story,Plywood,None,CBlock,Detchd,31,147000
4,918,264.0,918,6,15,1Story,Plywood,None,CBlock,Attchd,31,99500
5,1365,864.0,2690,9,27,2Story,VinylSd,None,PConc,Attchd,0,398800
4,953,460.0,1647,6,14,2Story,VinylSd,None,PConc,Attchd,8,175000
3,825,350.0,825,5,11,1Story,MetalSd,None,CBlock,Attchd,54,109500
4,1657,484.0,1657,6,11,1Story,Plywood,None,CBlock,Attchd,37,163500
3,788,0.0,788,4,6,1Story,WdShing,None,CBlock,None,65,100000
5,1520,888.0,2826,8,26,2Story,HdBoard,BrkFace,PConc,Attchd,14,334000
3,864,280.0,864,5,7,1Story,HdBoard,None,CBlock,Detchd,42,137250
4,1392,576.0,2462,7,14,2Story,VinylSd,BrkFace,PConc,Attchd,1,320000
3,1287,576.0,1287,5,11,1Story,Wd Sdng,None,CBlock,Detchd,51,162000
5,1478,484.0,1478,7,22,1Story,MetalSd,Stone,PConc,Attchd,1,222000
4,698,393.0,1342,7,14,2Story,VinylSd,None,PConc,Attchd,6,178000
3,804,240.0,804,5,4,1Story,MetalSd,Stone,CBlock,Attchd,70,119000
3,876,264.0,1812,5,11,2Story,VinylSd,BrkFace,CBlock,Attchd,45,169500
4,980,554.0,2256,7,14,2Story,VinylSd,None,PConc,BuiltIn,9,236000
5,1648,525.0,1648,8,19,1Story,CemntBd,Stone,PConc,Attchd,1,294464
2,1092,576.0,2112,6,11,2Story,HdBoard,None,CBlock,Attchd,39,206900
4,956,618.0,2084,7,15,2Story,VinylSd,None,PConc,BuiltIn,6,233000
3,1032,280.0,1032,6,4,1Story,MetalSd,None,BrkTil,Detchd,82,108000
4,680,420.0,1470,6,14,2Story,VinylSd,BrkFace,PConc,BuiltIn,13,165000
4,1040,748.0,1040,5,20,1Story,CemntBd,None,CBlock,Detchd,30,134900
3,884,240.0,884,5,6,1.5Unf,AsbShng,None,BrkTil,Detchd,68,113000
4,1097,242.0,1097,5,20,1Story,VinylSd,None,PConc,Attchd,11,147900
2,864,0.0,864,5,5,1Story,Wd Sdng,None,PConc,None,87,99900
4,855,460.0,1456,6,12,2Story,Plywood,None,CBlock,Attchd,33,143000
3,816,528.0,1176,6,6,1.5Fin,Wd Sdng,None,PConc,Detchd,72,114500
3,941,288.0,941,5,7,1Story,VinylSd,None,CBlock,Attchd,39,129200
5,1652,482.0,1652,8,19,1Story,CemntBd,Stone,PConc,Attchd,0,392500
3,1188,252.0,2340,7,19,2Story,CemntBd,None,Stone,Attchd,69,266500
4,751,396.0,1382,7,14,SLvl,VinylSd,None,PConc,BuiltIn,11,177500
3,1008,384.0,1008,5,13,1Story,HdBoard,BrkFace,CBlock,Attchd,41,139500
4,608,440.0,1396,6,20,2Story,VinylSd,None,PConc,BuiltIn,2,170000
3,845,539.0,2154,6,11,2Story,MetalSd,BrkFace,CBlock,Attchd,43,224500
4,1105,730.0,2400,8,27,2Story,VinylSd,Stone,PConc,BuiltIn,6,290000
3,1226,240.0,1818,7,2,1.5Fin,Stucco,BrkFace,PConc,Detchd,76,169500
5,1710,550.0,1710,7,13,1Story,VinylSd,Stone,PConc,Attchd,5,240000
3,1150,288.0,1150,5,11,1Story,HdBoard,BrkFace,CBlock,Attchd,52,144000
3,1127,540.0,1977,6,11,2Story,VinylSd,BrkCmn,CBlock,Attchd,43,165000
4,1332,542.0,1332,6,15,1Story,Plywood,None,PConc,Attchd,19,145000
3,1298,504.0,1298,5,5,1Story,Wd Sdng,None,CBlock,Detchd,46,114000
4,1973,895.0,1973,8,27,1Story,VinylSd,BrkFace,PConc,Attchd,1,395000
3,525,440.0,1092,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,33,105500
4,1036,741.0,1916,8,13,2Story,VinylSd,None,PConc,Attchd,12,254900
3,1238,357.0,1238,5,11,1Story,WdShing,None,CBlock,Attchd,57,102000
4,944,622.0,1840,7,20,2Story,VinylSd,None,PConc,Attchd,8,230000
3,939,180.0,1513,5,6,2Story,MetalSd,None,BrkTil,Detchd,87,137500
3,1143,288.0,1143,5,6,1Story,WdShing,None,BrkTil,Detchd,80,138000
4,1338,576.0,1338,6,15,SLvl,Wd Sdng,BrkFace,CBlock,Attchd,26,156500
3,864,463.0,864,4,11,1Story,MetalSd,None,CBlock,Detchd,39,124500
4,1161,534.0,1969,7,16,2Story,WdShing,None,CBlock,Attchd,30,190000
4,1266,388.0,1266,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,1,159895
3,990,621.0,2601,5,8,2Story,MetalSd,None,BrkTil,BuiltIn,87,189000
3,912,0.0,912,5,7,1Story,HdBoard,None,CBlock,None,42,124000
4,1392,528.0,1392,5,7,1Story,Wd Sdng,BrkFace,CBlock,Detchd,53,121500
3,1824,484.0,1824,5,11,1Story,Wd Sdng,None,CBlock,Detchd,51,146000
4,928,626.0,1823,7,20,2Story,VinylSd,None,PConc,Attchd,8,235000
5,1646,525.0,1646,8,19,1Story,CemntBd,Stone,PConc,Attchd,2,300000
3,546,0.0,1092,4,1,2Story,CemntBd,None,CBlock,None,36,90500
3,1728,576.0,1728,5,11,1Story,HdBoard,BrkFace,CBlock,Detchd,43,142600
4,1573,544.0,1573,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,7,227000
3,1240,400.0,2480,7,19,2.5Unf,Wd Sdng,None,BrkTil,Detchd,69,205000
4,1341,482.0,1341,8,20,1Story,VinylSd,BrkFace,PConc,Attchd,8,246900
1,825,185.0,1361,4,2,2Story,Wd Sdng,None,Stone,Detchd,113,89000
3,792,480.0,1120,4,5,1.5Fin,VinylSd,None,CBlock,Detchd,62,64000
4,1226,484.0,1226,8,17,1Story,Wd Sdng,None,CBlock,Attchd,28,170000
5,1734,1020.0,2822,9,27,2Story,VinylSd,Stone,PConc,BuiltIn,1,582933
3,1103,440.0,1103,6,4,1Story,MetalSd,None,BrkTil,Detchd,81,110500
3,1179,622.0,1179,6,5,1Story,HdBoard,Stone,CBlock,Attchd,47,110000
3,698,0.0,698,5,5,1Story,VinylSd,None,CBlock,None,62,118000
4,1006,871.0,2046,7,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,5,284000
3,858,490.0,1716,6,11,2Story,HdBoard,BrkFace,CBlock,Attchd,46,171000
4,871,478.0,1812,7,15,2Story,VinylSd,None,PConc,BuiltIn,5,193000
4,1178,502.0,1178,5,13,1Story,Plywood,None,PConc,Attchd,31,135000
3,818,288.0,1636,7,19,2.5Unf,MetalSd,None,BrkTil,Detchd,87,167000
3,864,528.0,864,4,4,1Story,MetalSd,None,CBlock,Detchd,56,105000
4,1588,472.0,1588,7,20,1Story,VinylSd,BrkFace,PConc,Attchd,7,214000
4,1426,746.0,1914,8,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,2,279000
3,1109,485.0,1875,6,16,SLvl,Plywood,BrkFace,CBlock,Attchd,31,184500
3,679,308.0,1183,3,4,1.5Fin,MetalSd,None,CBlock,Detchd,59,120000
4,833,528.0,1730,6,15,2Story,HdBoard,None,PConc,Attchd,17,171500
4,625,528.0,1250,7,22,2Story,MetalSd,None,PConc,Detchd,1,164700
4,1313,506.0,2559,6,15,2Story,HdBoard,BrkFace,CBlock,Attchd,17,209000
4,1548,388.0,1548,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,2,225000
3,658,0.0,1184,5,5,1.5Fin,Wd Sdng,None,PConc,None,96,81000
5,1670,928.0,1670,8,22,1Story,VinylSd,None,PConc,Attchd,0,336820
4,1180,454.0,2062,7,15,2Story,Plywood,BrkFace,CBlock,Attchd,19,277000
3,894,312.0,894,5,11,1Story,CemntBd,None,CBlock,Detchd,47,117600
3,1112,271.0,1668,6,11,1.5Fin,VinylSd,None,CBlock,Attchd,59,140000
5,1766,874.0,1766,9,20,1Story,VinylSd,Stone,PConc,Attchd,0,395039
4,768,572.0,1496,6,14,2Story,VinylSd,None,CBlock,Attchd,0,181755
4,1400,612.0,1400,7,15,1Story,VinylSd,BrkFace,PConc,Attchd,1,186800
3,825,549.0,2140,5,11,2Story,MetalSd,None,CBlock,Attchd,44,177500
3,968,216.0,968,4,4,1Story,Wd Sdng,None,BrkTil,Detchd,80,64500
5,1488,506.0,1488,7,22,1Story,MetalSd,None,PConc,Attchd,6,260000
4,1266,388.0,1266,7,18,1Story,VinylSd,BrkFace,PConc,Attchd,0,185485
3,875,180.0,875,5,6,1Story,Wd Sdng,None,BrkTil,Detchd,78,105000
3,1094,512.0,1855,6,24,SLvl,Plywood,BrkFace,CBlock,Attchd,31,187000
4,1621,440.0,1621,7,16,1Story,Wd Sdng,None,CBlock,Attchd,22,202500
4,1614,878.0,1614,7,27,1Story,VinylSd,BrkFace,PConc,Attchd,2,245700
3,630,283.0,1266,6,15,2Story,Plywood,None,CBlock,Attchd,27,128000
4,1038,878.0,2098,8,27,2Story,VinylSd,BrkFace,PConc,Attchd,1,275500
4,1005,490.0,1983,7,14,2Story,VinylSd,None,PConc,Attchd,10,225000
4,1183,288.0,1183,5,11,SLvl,BrkFace,None,CBlock,Attchd,50,138000
3,525,264.0,1092,6,3,2Story,HdBoard,BrkFace,CBlock,Detchd,39,88000
4,2069,694.0,2643,9,27,2Story,VinylSd,BrkFace,PConc,BuiltIn,1,380000
4,1660,660.0,1660,8,22,1Story,VinylSd,BrkFace,PConc,Attchd,1,256000
3,900,576.0,900,5,11,1Story,Wd Sdng,None,CBlock,Detchd,59,134800
4,561,462.0,1229,6,10,2Story,MetalSd,None,CBlock,Attchd,29,121000
4,874,578.0,1761,7,22,2Story,VinylSd,None,PConc,Attchd,0,227875
4,1694,776.0,1694,8,20,1Story,VinylSd,Stone,PConc,Attchd,2,245350
3,624,0.0,1248,5,4,2Story,Wd Sdng,None,PConc,None,86,93500
3,835,366.0,835,5,5,1Story,Wd Sdng,None,BrkTil,Basment,90,83000
4,1079,501.0,1953,6,23,2Story,HdBoard,None,PConc,Attchd,15,240000
3,933,240.0,1173,5,4,1.5Fin,AsbShng,None,CBlock,Detchd,106,113000
3,1215,297.0,1215,6,11,1Story,Wd Sdng,BrkFace,CBlock,Attchd,51,155000
3,912,288.0,912,6,7,1Story,HdBoard,None,CBlock,Detchd,47,142000
3,904,180.0,904,6,6,1.5Unf,Wd Sdng,None,PConc,Detchd,83,119000
4,983,423.0,1750,6,13,1.5Fin,VinylSd,None,CBlock,Attchd,68,160000
3,864,398.0,1593,6,14,2Story,VinylSd,None,PConc,Attchd,4,193000
5,1105,517.0,2202,8,26,2Story,VinylSd,BrkFace,PConc,Attchd,15,263000
4,1310,400.0,1310,7,20,1Story,VinylSd,None,PConc,Attchd,1,164990
3,948,280.0,948,4,5,1Story,Wd Sdng,None,CBlock,Detchd,53,119000
4,1448,692.0,1448,8,22,1Story,VinylSd,Stone,PConc,Attchd,3,238500
4,1533,576.0,1533,7,23,1Story,Plywood,None,CBlock,Attchd,31,280000
4,1565,476.0,1565,8,22,1Story,VinylSd,Stone,PConc,Attchd,1,193800
4,1060,572.0,1060,5,1,1Story,CemntBd,None,PConc,Attchd,31,129900
4,990,672.0,990,5,20,1Story,VinylSd,None,PConc,Detchd,14,145000
4,1787,748.0,1787,8,20,1Story,VinylSd,BrkFace,PConc,Attchd,5,275000
0,1040,400.0,1040,3,11,1Story,BrkFace,None,Slab,Detchd,56,81400
4,1089,252.0,1089,5,5,1Story,Wd Sdng,None,CBlock,Detchd,55,125000
2,861,288.0,861,4,4,1Story,MetalSd,None,BrkTil,Detchd,89,80000
3,1296,260.0,1296,5,8,1Story,MetalSd,BrkFace,BrkTil,Detchd,86,104000
4,1720,527.0,1720,7,26,1Story,VinylSd,BrkFace,PConc,Attchd,14,260400
4,725,484.0,1479,7,16,2Story,MetalSd,BrkFace,CBlock,Attchd,26,176000
3,1040,264.0,1040,5,7,1Story,HdBoard,BrkFace,CBlock,Attchd,41,123000
5,1533,687.0,2172,9,26,2Story,VinylSd,BrkFace,PConc,BuiltIn,8,291000
3,972,240.0,972,6,11,1Story,VinylSd,None,CBlock,Detchd,61,132000
4,728,400.0,1456,6,14,2Story,VinylSd,None,PConc,Attchd,3,176000
3,1728,576.0,1728,5,11,1Story,Wd Sdng,BrkFace,CBlock,Detchd,53,177625
3,949,392.0,1221,5,5,1.5Fin,AsbShng,None,BrkTil,Attchd,82,104900
4,856,515.0,1749,7,20,2Story,VinylSd,None,PConc,Attchd,7,196000
5,1577,564.0,1577,9,27,1Story,MetalSd,BrkFace,PConc,Attchd,2,280000
4,804,400.0,1474,7,14,SLvl,HdBoard,BrkFace,PConc,BuiltIn,14,168500
4,781,423.0,1671,6,14,2Story,HdBoard,None,PConc,Attchd,11,170000
0,2034,1041.0,2034,3,13,1Story,MetalSd,None,CBlock,2Types,54,130000
3,1245,400.0,2009,7,6,1.5Fin,Wd Sdng,None,BrkTil,Detchd,69,150000
4,1100,462.0,1100,5,20,1Story,VinylSd,None,PConc,Attchd,10,145000
3,1728,560.0,1728,5,13,1Story,Plywood,None,CBlock,Detchd,30,188000
4,916,460.0,1600,6,14,2Story,VinylSd,None,PConc,Attchd,10,169000
4,1125,430.0,1125,5,5,1Story,VinylSd,None,PConc,Attchd,1,155000
4,1391,530.0,1391,7,22,1Story,MetalSd,None,PConc,Attchd,4,196000
4,864,435.0,1995,7,14,2Story,VinylSd,None,PConc,BuiltIn,5,219500
4,728,390.0,1456,6,14,2Story,VinylSd,None,PConc,Attchd,1,170440
3,698,440.0,1426,6,5,2Story,HdBoard,BrkFace,CBlock,Attchd,32,159500
3,1682,530.0,1682,7,16,1Story,Plywood,BrkFace,PConc,Attchd,38,174000
3,1277,526.0,1277,7,11,1Story,Plywood,None,CBlock,Attchd,37,167000
4,855,440.0,1456,6,12,2Story,Plywood,None,CBlock,Attchd,33,148500
0,1114,720.0,2228,5,15,2Story,HdBoard,None,Slab,Detchd,30,147983
4,626,288.0,1217,6,15,2Story,Plywood,None,CBlock,Attchd,29,120000
